# Title: July 2021 - June 2022 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KY-039,Carlisle County,Kentucky,54.38,7.2,100,47.18
KY-041,Carroll County,Kentucky,48.28,5.6,94,42.68
KY-043,Carter County,Kentucky,49.34,7.1,105,42.24
KY-045,Casey County,Kentucky,55.83,6,97,49.83
KY-047,Christian County,Kentucky,49.87,1.6,72,48.27
KY-049,Clark County,Kentucky,55.96,10.08,114,45.88
KY-051,Clay County,Kentucky,54.52,5.62,94,48.9
KY-053,Clinton County,Kentucky,58.39,6.1,100,52.29
KY-055,Crittenden County,Kentucky,52.78,6.5,101,46.28
KY-057,Cumberland County,Kentucky,55.15,3.87,81,51.28
KY-059,Daviess County,Kentucky,47.73,2.91,80,44.82
KY-061,Edmonson County,Kentucky,56.53,6.62,101,49.91
KY-063,Elliott County,Kentucky,48.39,5.08,92,43.31
KY-065,Estill County,Kentucky,57.91,11.78,122,46.13
KY-067,Fayette County,Kentucky,56.14,11.11,117,45.03
KY-069,Fleming County,Kentucky,54.16,9.33,117,44.83
KY-071,Floyd County,Kentucky,47.35,3.61,85,43.74
KY-073,Franklin County,Kentucky,58.72,14.07,125,44.65
KY-075,Fulton County,Kentucky,55.35,6.37,95,48.98
KY-077,Gallatin County,Kentucky,46.43,4.1,88,42.33
KY-079,Garrard County,Kentucky,55.03,8.22,109,46.81
KY-081,Grant County,Kentucky,48.19,5.38,96,42.81
KY-083,Graves County,Kentucky,54.94,5.87,95,49.07
KY-085,Grayson County,Kentucky,55.57,6.54,99,49.03
KY-087,Green County,Kentucky,56.05,6.95,102,49.1
KY-089,Greenup County,Kentucky,49.9,8.2,117,41.7
KY-091,Hancock County,Kentucky,50.29,4.54,92,45.75
KY-093,Hardin County,Kentucky,57.28,10.3,114,46.98
KY-095,Harlan County,Kentucky,52,-0.12,57,52.12
KY-097,Harrison County,Kentucky,50.63,7.08,107,43.55
KY-099,Hart County,Kentucky,57.18,7.8,105,49.38
KY-101,Henderson County,Kentucky,43.07,-1.33,49,44.4
KY-103,Henry County,Kentucky,54.8,10.75,116,44.05
KY-105,Hickman County,Kentucky,55.11,6.82,98,48.29
KY-107,Hopkins County,Kentucky,51.81,5.85,95,45.96
KY-109,Jackson County,Kentucky,56.31,7.97,105,48.34
KY-111,Jefferson County,Kentucky,54.42,10.27,114,44.15
KY-113,Jessamine County,Kentucky,56.34,10.82,117,45.52
KY-115,Johnson County,Kentucky,46.52,2.71,84,43.81
KY-117,Kenton County,Kentucky,48.16,6.35,97,41.81
KY-119,Knott County,Kentucky,47.36,1.34,70,46.02
KY-121,Knox County,Kentucky,55.61,5.3,96,50.31
KY-123,Larue County,Kentucky,58.11,10,111,48.11
KY-125,Laurel County,Kentucky,56.27,6.86,106,49.41
KY-127,Lawrence County,Kentucky,46.85,3.54,87,43.31
KY-129,Lee County,Kentucky,55.85,9.21,112,46.64
KY-131,Leslie County,Kentucky,51.37,2.43,72,48.94
KY-133,Letcher County,Kentucky,46.76,0.07,61,46.69
KY-135,Lewis County,Kentucky,53.47,10.01,121,43.46
KY-137,Lincoln County,Kentucky,55.75,7.14,102,48.61
KY-139,Livingston County,Kentucky,53.96,6.58,98,47.38
KY-141,Logan County,Kentucky,52.82,4.33,86,48.49
KY-143,Lyon County,Kentucky,53.32,5.19,88,48.13
KY-145,McCracken County,Kentucky,52.71,5.27,97,47.44
KY-147,McCreary County,Kentucky,59.15,8.55,108,50.6
KY-149,McLean County,Kentucky,47.21,2.2,77,45.01
KY-151,Madison County,Kentucky,55.98,10.03,115,45.95
KY-153,Magoffin County,Kentucky,48.89,4.38,89,44.51
KY-155,Marion County,Kentucky,57.98,9.44,110,48.54
KY-157,Marshall County,Kentucky,55.04,6.82,100,48.22
KY-159,Martin County,Kentucky,49.15,4.04,90,45.11
KY-161,Mason County,Kentucky,55.02,10.96,123,44.06
KY-163,Meade County,Kentucky,53.37,7.78,106,45.59
KY-165,Menifee County,Kentucky,57.14,10.72,118,46.42
KY-167,Mercer County,Kentucky,57.74,11.24,119,46.5
KY-169,Metcalfe County,Kentucky,56.8,6.52,102,50.28
KY-171,Monroe County,Kentucky,56.85,4.94,91,51.91
KY-173,Montgomery County,Kentucky,55.32,8.58,112,46.74
KY-175,Morgan County,Kentucky,51.16,6.52,99,44.64
KY-177,Muhlenberg County,Kentucky,48.95,2.24,76,46.71
KY-179,Nelson County,Kentucky,58.33,11.29,116,47.04
KY-181,Nicholas County,Kentucky,52.14,7.24,105,44.9
KY-183,Ohio County,Kentucky,49.32,2.93,81,46.39
KY-185,Oldham County,Kentucky,55.07,10.52,115,44.55
KY-187,Owen County,Kentucky,51.64,8.01,106,43.63
KY-189,Owsley County,Kentucky,54.01,6.74,100,47.27
KY-191,Pendleton County,Kentucky,50.35,7.11,107,43.24
KY-193,Perry County,Kentucky,49.2,1.82,72,47.38
KY-195,Pike County,Kentucky,50.7,6.36,104,44.34
KY-197,Powell County,Kentucky,59.37,12.83,122,46.54
KY-199,Pulaski County,Kentucky,55.71,5.83,95,49.88
KY-201,Robertson County,Kentucky,52.58,8.5,113,44.08
KY-203,Rockcastle County,Kentucky,56.06,6.74,100,49.32
KY-205,Rowan County,Kentucky,54.04,9.07,117,44.97
KY-207,Russell County,Kentucky,54.16,3.26,84,50.9
KY-209,Scott County,Kentucky,55.59,11.58,122,44.01
KY-211,Shelby County,Kentucky,58.78,13.25,124,45.53
KY-213,Simpson County,Kentucky,54.04,5.04,93,49
KY-215,Spencer County,Kentucky,58.98,12.38,120,46.6
KY-217,Taylor County,Kentucky,56.18,6.66,100,49.52
KY-219,Todd County,Kentucky,49.96,1.59,71,48.37
KY-221,Trigg County,Kentucky,52.54,3.76,86,48.78
KY-223,Trimble County,Kentucky,51.39,8.05,105,43.34
KY-225,Union County,Kentucky,44.53,-0.34,58,44.87
KY-227,Warren County,Kentucky,54.64,5.5,95,49.14
KY-229,Washington County,Kentucky,58.55,11.16,117,47.39
KY-231,Wayne County,Kentucky,56.95,6.11,96,50.84
KY-233,Webster County,Kentucky,48.44,3.12,82,45.32
KY-235,Whitley County,Kentucky,58.66,8.43,110,50.23
KY-237,Wolfe County,Kentucky,54.72,8.78,114,45.94
KY-239,Woodford County,Kentucky,58.29,13.16,122,45.13
LA-001,Acadia Parish,Louisiana,46.73,-11.67,17,58.4
LA-003,Allen Parish,Louisiana,44.67,-14.24,11,58.91
LA-005,Ascension Parish,Louisiana,61.48,0.98,70,60.5
LA-007,Assumption Parish,Louisiana,55.65,-5.57,38,61.22
LA-009,Avoyelles Parish,Louisiana,60.55,3.01,79,57.54
LA-011,Beauregard Parish,Louisiana,43.64,-13.39,14,57.03
LA-013,Bienville Parish,Louisiana,38.97,-14.23,9,53.2
LA-015,Bossier Parish,Louisiana,37.19,-12.43,12,49.62
LA-017,Caddo Parish,Louisiana,37.97,-10.4,16,48.37
LA-019,Calcasieu Parish,Louisiana,44.02,-13.52,12,57.54
LA-021,Caldwell Parish,Louisiana,44.78,-9.76,27,54.54
LA-023,Cameron Parish,Louisiana,45.75,-11.16,16,56.91
LA-025,Catahoula Parish,Louisiana,46.9,-8.81,22,55.71
LA-027,Claiborne Parish,Louisiana,40.17,-12.08,14,52.25
LA-029,Concordia Parish,Louisiana,50.21,-6.05,32,56.26
LA-031,De Soto Parish,Louisiana,38.72,-11.26,17,49.98
LA-033,East Baton Rouge Parish,Louisiana,56.72,-3.62,44,60.34
LA-035,East Carroll Parish,Louisiana,43.51,-9.73,21,53.24
LA-037,East Feliciana Parish,Louisiana,58.89,-2.79,54,61.68
LA-039,Evangeline Parish,Louisiana,54.55,-4.4,42,58.95
LA-041,Franklin Parish,Louisiana,44.11,-9.92,18,54.03
LA-043,Grant Parish,Louisiana,46.72,-9.01,22,55.73
LA-045,Iberia Parish,Louisiana,47.91,-10.68,15,58.59
LA-047,Iberville Parish,Louisiana,53.95,-5.34,33,59.29
LA-049,Jackson Parish,Louisiana,45.36,-9,26,54.36
LA-051,Jefferson Parish,Louisiana,61.78,0.33,68,61.45
LA-053,Jefferson Davis Parish,Louisiana,43.96,-14.65,9,58.61
LA-055,Lafayette Parish,Louisiana,48.49,-10.26,21,58.75
LA-057,Lafourche Parish,Louisiana,56.81,-5.04,42,61.85
LA-059,La Salle Parish,Louisiana,46.3,-9.97,20,56.27
LA-061,Lincoln Parish,Louisiana,43.98,-9.12,24,53.1
LA-063,Livingston Parish,Louisiana,64.62,2.83,79,61.79
LA-065,Madison Parish,Louisiana,45.89,-7.51,28,53.4
LA-067,Morehouse Parish,Louisiana,43.82,-9.44,20,53.26
LA-069,Natchitoches Parish,Louisiana,41.75,-11.22,16,52.97
LA-071,Orleans Parish,Louisiana,60.54,-0.28,66,60.82
LA-073,Ouachita Parish,Louisiana,47.44,-5.95,39,53.39
LA-075,Plaquemines Parish,Louisiana,60.58,-0.52,65,61.1
LA-077,Pointe Coupee Parish,Louisiana,51.99,-7.16,27,59.15
LA-079,Rapides Parish,Louisiana,51.54,-5.62,32,57.16
LA-081,Red River Parish,Louisiana,37.29,-13.85,9,51.14
LA-083,Richland Parish,Louisiana,45.79,-7.84,27,53.63
LA-085,Sabine Parish,Louisiana,40.4,-11.35,19,51.75
LA-087,St. Bernard Parish,Louisiana,61.23,0.09,67,61.14
LA-089,St. Charles Parish,Louisiana,61.36,-0.11,68,61.47
LA-091,St. Helena Parish,Louisiana,59.57,-3.42,51,62.99
LA-093,St. James Parish,Louisiana,59.06,-1.93,56,60.99
LA-095,St. John the Baptist Parish,Louisiana,63.31,2.43,76,60.88
LA-097,St. Landry Parish,Louisiana,50.41,-8.5,22,58.91
LA-099,St. Martin Parish,Louisiana,49.2,-10.07,17,59.27
LA-101,St. Mary Parish,Louisiana,48.14,-11.89,13,60.03
LA-103,St. Tammany Parish,Louisiana,65.48,3.99,83,61.49
LA-105,Tangipahoa Parish,Louisiana,65.72,3.04,80,62.68
LA-107,Tensas Parish,Louisiana,47.03,-7.43,27,54.46
LA-109,Terrebonne Parish,Louisiana,50.09,-11.75,16,61.84
LA-111,Union Parish,Louisiana,45.87,-6.87,35,52.74
LA-113,Vermilion Parish,Louisiana,46.68,-11.29,16,57.97
LA-115,Vernon Parish,Louisiana,46.44,-9.27,23,55.71
LA-117,Washington Parish,Louisiana,68.28,6.08,89,62.2
LA-119,Webster Parish,Louisiana,37.52,-13.38,10,50.9
LA-121,West Baton Rouge Parish,Louisiana,54.04,-5.18,36,59.22
LA-123,West Carroll Parish,Louisiana,42.84,-10.43,18,53.27
LA-125,West Feliciana Parish,Louisiana,54.77,-5.07,33,59.84
LA-127,Winn Parish,Louisiana,43.85,-11.52,17,55.37
ME-001,Androscoggin County,Maine,45.66,1.05,74,44.61
ME-003,Aroostook County,Maine,42.12,4.13,98,37.99
ME-005,Cumberland County,Maine,48.25,3.65,84,44.6
ME-007,Franklin County,Maine,40.38,-3.86,31,44.24
ME-009,Hancock County,Maine,55.81,10.08,119,45.73
ME-011,Kennebec County,Maine,46,3.1,86,42.9
ME-013,Knox County,Maine,54.69,8.3,112,46.39
ME-015,Lincoln County,Maine,50.8,6.2,102,44.6
ME-017,Oxford County,Maine,43.02,-0.78,53,43.8
ME-019,Penobscot County,Maine,45.78,4.03,95,41.75
ME-021,Piscataquis County,Maine,41.4,-0.05,63,41.45
ME-023,Sagadahoc County,Maine,50.55,6.06,98,44.49
ME-025,Somerset County,Maine,40.07,-1.18,50,41.25
ME-027,Waldo County,Maine,54.64,9.87,118,44.77
ME-029,Washington County,Maine,50.86,6.57,101,44.29
ME-031,York County,Maine,52.83,8.37,110,44.46
MD-001,Allegany County,Maryland,36.9,-0.58,51,37.48
MD-003,Anne Arundel County,Maryland,43.9,1.5,70,42.4
MD-005,Baltimore County,Maryland,46.19,2.84,76,43.35
MD-009,Calvert County,Maryland,46.39,3.49,85,42.9
MD-011,Caroline County,Maryland,45.1,1.68,73,43.42
MD-013,Carroll County,Maryland,46.28,3.93,97,42.35
MD-015,Cecil County,Maryland,48.94,5.19,92,43.75
MD-017,Charles County,Maryland,42.65,0.48,65,42.17
MD-019,Dorchester County,Maryland,44.5,1.01,73,43.49
MD-021,Frederick County,Maryland,44.17,2.36,85,41.81
MD-023,Garrett County,Maryland,44.51,-0.9,51,45.41
MD-025,Harford County,Maryland,49.12,5.42,97,43.7
MD-027,Howard County,Maryland,43.49,1.05,69,42.44
MD-029,Kent County,Maryland,46.96,4.14,90,42.82
MD-031,Montgomery County,Maryland,40.92,-0.61,54,41.53
MD-033,Prince George&#039;s County,Maryland,43.95,1.7,70,42.25
MD-035,Queen Anne&#039;s County,Maryland,46.04,3.06,83,42.98
MD-037,St. Mary&#039;s County,Maryland,44.07,1.7,72,42.37
MD-039,Somerset County,Maryland,39.4,-3.27,36,42.67
MD-041,Talbot County,Maryland,47.29,3.84,89,43.45
MD-043,Washington County,Maryland,39.33,0.2,68,39.13
MD-045,Wicomico County,Maryland,40.02,-3.64,42,43.66
MD-047,Worcester County,Maryland,37.85,-5.25,30,43.1
MD-510,Baltimore City,Maryland,45.67,2.85,75,42.82
MD-511,Washington,District of Columbia,42.9,1.32,66,41.58
MA-001,Barnstable County,Massachusetts,50.67,7.14,110,43.53
MA-003,Berkshire County,Massachusetts,58.43,12.99,125,45.44
MA-005,Bristol County,Massachusetts,53.23,8.64,114,44.59
MA-007,Dukes County,Massachusetts,47.11,4.18,92,42.93
MA-009,Essex County,Massachusetts,54.6,11.87,120,42.73
MA-011,Franklin County,Massachusetts,55.23,10.26,118,44.97
MA-013,Hampden County,Massachusetts,56.8,10.46,120,46.34
MA-015,Hampshire County,Massachusetts,55.49,9.73,118,45.76
MA-017,Middlesex County,Massachusetts,54.03,10.61,121,43.42
MA-019,Nantucket County,Massachusetts,43.33,1.68,75,41.65
MA-021,Norfolk County,Massachusetts,54.41,9.43,116,44.98
MA-023,Plymouth County,Massachusetts,55.76,10.7,116,45.06
MA-025,Suffolk County,Massachusetts,54.15,9.87,118,44.28
MA-027,Worcester County,Massachusetts,55.68,11.17,123,44.51
MI-001,Alcona County,Michigan,32.63,3.93,99,28.7
MI-003,Alger County,Michigan,35.02,2.67,92,32.35
MI-005,Allegan County,Michigan,36.16,1.93,76,34.23
MI-007,Alpena County,Michigan,33.53,4.42,106,29.11
MI-009,Antrim County,Michigan,35.93,4.27,95,31.66
MI-011,Arenac County,Michigan,34.09,5.69,116,28.4
MI-013,Baraga County,Michigan,32.4,0.01,60,32.39
MI-015,Barry County,Michigan,40.44,7.26,115,33.18
MI-017,Bay County,Michigan,34.57,5.6,109,28.97
MI-019,Benzie County,Michigan,35.84,4.32,108,31.52
MI-021,Berrien County,Michigan,37.93,1.42,74,36.51
MI-023,Branch County,Michigan,44.55,10.07,124,34.48
MI-025,Calhoun County,Michigan,42.92,9.21,124,33.71
MI-027,Cass County,Michigan,40.32,4.35,99,35.97
MI-029,Charlevoix County,Michigan,34.59,3.67,91,30.92
MI-031,Cheboygan County,Michigan,33.52,4.6,106,28.92
MI-033,Chippewa County,Michigan,39.42,7.39,119,32.03
MI-035,Clare County,Michigan,35.36,5.73,112,29.63
MI-037,Clinton County,Michigan,36.27,5.49,110,30.78
MI-039,Crawford County,Michigan,35.01,4.42,107,30.59
MI-041,Delta County,Michigan,31.41,0.5,73,30.91
MI-043,Dickinson County,Michigan,29.04,-0.75,55,29.79
MI-045,Eaton County,Michigan,40.23,8.43,119,31.8
MI-047,Emmet County,Michigan,34.48,4.55,100,29.93
MI-049,Genesee County,Michigan,37.38,7.33,117,30.05
MI-051,Gladwin County,Michigan,33.78,4.88,111,28.9
MI-053,Gogebic County,Michigan,32.4,-0.4,58,32.8
MI-055,Grand Traverse County,Michigan,35.28,4.75,108,30.53
MI-057,Gratiot County,Michigan,35.66,5.56,113,30.1
MI-059,Hillsdale County,Michigan,43.89,9.73,125,34.16
MI-061,Houghton County,Michigan,29.74,-0.81,59,30.55
MI-063,Huron County,Michigan,32.7,3.07,94,29.63
MI-065,Ingham County,Michigan,38.2,7.48,116,30.72
MI-067,Ionia County,Michigan,38.01,6.27,116,31.74
MI-069,Iosco County,Michigan,34.12,5.29,116,28.83
MI-071,Iron County,Michigan,31.27,0.59,70,30.68
MI-073,Isabella County,Michigan,34.53,4.75,106,29.78
MI-075,Jackson County,Michigan,40.28,8.79,120,31.49
MI-077,Kalamazoo County,Michigan,39.3,4.72,105,34.58
MI-079,Kalkaska County,Michigan,36.57,5.16,111,31.42
MI-081,Kent County,Michigan,37.26,4.36,103,32.9
MI-083,Keweenaw County,Michigan,34.06,4.7,109,29.36
MI-085,Lake County,Michigan,38.69,6.12,112,32.57
MI-087,Lapeer County,Michigan,36.41,6.56,114,29.85
MI-089,Leelanau County,Michigan,35.63,5.36,111,30.27
MI-091,Lenawee County,Michigan,40.35,8.6,124,31.75
MI-093,Livingston County,Michigan,38.18,7.74,119,30.44
MI-095,Luce County,Michigan,38.61,6.53,118,32.08
MI-097,Mackinac County,Michigan,36.46,5.72,112,30.74
MI-099,Macomb County,Michigan,39.41,9.24,122,30.17
MI-101,Manistee County,Michigan,39.72,8.13,122,31.59
MI-103,Marquette County,Michigan,31.94,0.39,66,31.55
MI-105,Mason County,Michigan,38.02,6.97,115,31.05
MI-107,Mecosta County,Michigan,34.47,3.03,86,31.44
MI-109,Menominee County,Michigan,30.15,0.1,68,30.05
MI-111,Midland County,Michigan,34.31,5.13,110,29.18
MI-113,Missaukee County,Michigan,37.01,7.11,117,29.9
MI-115,Monroe County,Michigan,38.15,7.06,120,31.09
MI-117,Montcalm County,Michigan,37.63,6.05,114,31.58
MI-119,Montmorency County,Michigan,32.57,4.14,102,28.43
MI-121,Muskegon County,Michigan,33.13,1.03,62,32.1
MI-123,Newaygo County,Michigan,34.15,1.65,74,32.5
MI-125,Oakland County,Michigan,38.74,8.14,120,30.6
MI-127,Oceana County,Michigan,33.59,1.82,75,31.77
MI-129,Ogemaw County,Michigan,35.42,6.54,119,28.88
MI-131,Ontonagon County,Michigan,31.1,-0.56,59,31.66
MI-133,Osceola County,Michigan,36.84,5.78,114,31.06
MI-135,Oscoda County,Michigan,33.6,4.77,111,28.83
MI-137,Otsego County,Michigan,34.46,4.21,98,30.25
MI-139,Ottawa County,Michigan,33.65,0.65,64,33
MI-141,Presque Isle County,Michigan,34.24,5.23,111,29.01
MI-143,Roscommon County,Michigan,35.83,6.22,117,29.61
MI-145,Saginaw County,Michigan,36.8,7.29,120,29.51
MI-147,St. Clair County,Michigan,35.54,4.96,103,30.58
MI-149,St. Joseph County,Michigan,41.82,7.53,116,34.29
MI-151,Sanilac County,Michigan,33.45,3.43,98,30.02
MI-153,Schoolcraft County,Michigan,35.46,4,97,31.46
MI-155,Shiawassee County,Michigan,36.35,6.34,110,30.01
MI-157,Tuscola County,Michigan,34.15,4.65,108,29.5
MI-159,Van Buren County,Michigan,37.35,1.87,74,35.48
MI-161,Washtenaw County,Michigan,39.01,9.23,123,29.78
MI-163,Wayne County,Michigan,39.67,9.11,127,30.56
MI-165,Wexford County,Michigan,39.36,7.44,118,31.92
MN-001,Aitkin County,Minnesota,31.53,4.49,105,27.04
MN-003,Anoka County,Minnesota,24.73,-4.54,29,29.27
MN-005,Becker County,Minnesota,27,3.16,94,23.84
MN-007,Beltrami County,Minnesota,27.24,3.66,109,23.58
MN-009,Benton County,Minnesota,30.24,3.48,91,26.76
MN-011,Big Stone County,Minnesota,32.94,10.29,128,22.65
MN-013,Blue Earth County,Minnesota,29,0.06,63,28.94
MN-015,Brown County,Minnesota,26.78,-1.11,54,27.89
MN-017,Carlton County,Minnesota,30.09,2.05,78,28.04
MN-019,Carver County,Minnesota,25.69,-2.91,39,28.6
MN-021,Cass County,Minnesota,30.06,4.42,110,25.64
MN-023,Chippewa County,Minnesota,31.52,6.75,117,24.77
MN-025,Chisago County,Minnesota,26.5,-2.83,35,29.33
MN-027,Clay County,Minnesota,26.99,5.17,118,21.82
MN-029,Clearwater County,Minnesota,27.5,3.86,105,23.64
MN-031,Cook County,Minnesota,35.18,5.83,117,29.35
MN-033,Cottonwood County,Minnesota,29.02,2.11,85,26.91
MN-035,Crow Wing County,Minnesota,31.75,5.93,111,25.82
MN-037,Dakota County,Minnesota,24.65,-4.75,27,29.4
MN-039,Dodge County,Minnesota,32.31,1.96,78,30.35
MN-041,Douglas County,Minnesota,32.74,7.85,125,24.89
MN-043,Faribault County,Minnesota,28.17,-1.5,49,29.67
MN-045,Fillmore County,Minnesota,33.09,0.97,69,32.12
MN-047,Freeborn County,Minnesota,30.97,0.08,63,30.89
MN-049,Goodhue County,Minnesota,28.01,-1.88,42,29.89
MN-051,Grant County,Minnesota,30.93,7.41,123,23.52
MN-053,Hennepin County,Minnesota,25.38,-3.67,33,29.05
MN-055,Houston County,Minnesota,35.32,2.97,91,32.35
MN-057,Hubbard County,Minnesota,29.12,3.83,105,25.29
MN-059,Isanti County,Minnesota,24.6,-4.26,28,28.86
MN-061,Itasca County,Minnesota,28.6,3.13,100,25.47
MN-063,Jackson County,Minnesota,29.26,1.74,84,27.52
MN-065,Kanabec County,Minnesota,29.18,1.21,71,27.97
MN-067,Kandiyohi County,Minnesota,29.83,4.42,100,25.41
MN-069,Kittson County,Minnesota,23.65,3.4,99,20.25
MN-071,Koochiching County,Minnesota,31.9,6.23,122,25.67
MN-073,Lac qui Parle County,Minnesota,31.61,7.68,124,23.93
MN-075,Lake County,Minnesota,32.85,4.15,106,28.7
MN-077,Lake of the Woods County,Minnesota,25.47,2.51,93,22.96
MN-079,Le Sueur County,Minnesota,28.09,-1.14,56,29.23
MN-081,Lincoln County,Minnesota,30.36,5.74,112,24.62
MN-083,Lyon County,Minnesota,29.4,4.52,106,24.88
MN-085,McLeod County,Minnesota,22.76,-4.91,18,27.67
MN-087,Mahnomen County,Minnesota,26.36,3.29,96,23.07
MN-089,Marshall County,Minnesota,22.82,2.15,92,20.67
MN-091,Martin County,Minnesota,29.3,0.64,72,28.66
MN-093,Meeker County,Minnesota,27.83,1.63,79,26.2
MN-095,Mille Lacs County,Minnesota,28.25,0.68,63,27.57
MN-097,Morrison County,Minnesota,31.53,5.58,114,25.95
MN-099,Mower County,Minnesota,34.84,3.11,93,31.73
MN-101,Murray County,Minnesota,27.88,1.79,81,26.09
MN-103,Nicollet County,Minnesota,26.15,-2.9,38,29.05
MN-105,Nobles County,Minnesota,25.24,-1.88,49,27.12
MN-107,Norman County,Minnesota,27.83,6.33,120,21.5
MN-109,Olmsted County,Minnesota,35.48,4.43,99,31.05
MN-111,Otter Tail County,Minnesota,28.5,4.41,108,24.09
MN-113,Pennington County,Minnesota,23.6,2.26,85,21.34
MN-115,Pine County,Minnesota,30.35,1.53,76,28.82
MN-117,Pipestone County,Minnesota,28.67,3.62,97,25.05
MN-119,Polk County,Minnesota,26.69,5.5,118,21.19
MN-121,Pope County,Minnesota,32.77,8.29,127,24.48
MN-123,Ramsey County,Minnesota,26.75,-2.44,39,29.19
MN-125,Red Lake County,Minnesota,26.38,4.79,114,21.59
MN-127,Redwood County,Minnesota,26.35,0.38,67,25.97
MN-129,Renville County,Minnesota,24,-2.49,38,26.49
MN-131,Rice County,Minnesota,27.37,-2.06,42,29.43
MN-133,Rock County,Minnesota,27.63,1.56,87,26.07
MN-135,Roseau County,Minnesota,24.14,2.8,92,21.34
MN-137,St. Louis County,Minnesota,31.58,4.31,110,27.27
MN-139,Scott County,Minnesota,26.08,-2.93,44,29.01
MN-141,Sherburne County,Minnesota,26.61,-1.17,52,27.78
MN-143,Sibley County,Minnesota,23.81,-4.84,23,28.65
MN-145,Stearns County,Minnesota,33.18,7.7,120,25.48
MN-147,Steele County,Minnesota,29.71,-0.02,57,29.73
MN-149,Stevens County,Minnesota,31.8,8.43,127,23.37
MN-151,Swift County,Minnesota,32.1,7.91,125,24.19
MN-153,Todd County,Minnesota,33.74,8.61,127,25.13
MN-155,Traverse County,Minnesota,33.08,10.93,129,22.15
MN-157,Wabasha County,Minnesota,32.43,1.73,79,30.7
MN-159,Wadena County,Minnesota,29.25,3.79,102,25.46
MN-161,Waseca County,Minnesota,29.26,-0.03,60,29.29
MN-163,Washington County,Minnesota,26.11,-3.4,34,29.51
MN-165,Watonwan County,Minnesota,30.3,2.19,86,28.11
MN-167,Wilkin County,Minnesota,27.21,4.96,109,22.25
MN-169,Winona County,Minnesota,36.41,4.47,95,31.94
MN-171,Wright County,Minnesota,25.98,-1.7,47,27.68
MN-173,Yellow Medicine County,Minnesota,30.68,6,114,24.68
MS-001,Adams County,Mississippi,47.81,-8.77,23,56.58
MS-003,Alcorn County,Mississippi,58.2,4.78,87,53.42
MS-005,Amite County,Mississippi,60.67,-0.64,60,61.31
MS-007,Attala County,Mississippi,51.5,-1.58,53,53.08
MS-009,Benton County,Mississippi,61.2,6.85,97,54.35
MS-011,Bolivar County,Mississippi,46.88,-4.98,34,51.86
MS-013,Calhoun County,Mississippi,49.83,-3.88,45,53.71
MS-015,Carroll County,Mississippi,50.67,-2.33,53,53
MS-017,Chickasaw County,Mississippi,54.29,0.77,75,53.52
MS-019,Choctaw County,Mississippi,53.87,0.04,66,53.83
MS-021,Claiborne County,Mississippi,48.7,-6.22,34,54.92
MS-023,Clarke County,Mississippi,60.76,3.21,80,57.55
MS-025,Clay County,Mississippi,58.32,5.31,91,53.01
MS-027,Coahoma County,Mississippi,47.43,-4.37,45,51.8
MS-029,Copiah County,Mississippi,53.47,-2.1,52,55.57
MS-031,Covington County,Mississippi,63.62,6.23,97,57.39
MS-033,DeSoto County,Mississippi,55.06,3.47,85,51.59
MS-035,Forrest County,Mississippi,68.51,8.78,104,59.73
MS-037,Franklin County,Mississippi,53.99,-4.54,40,58.53
MS-039,George County,Mississippi,67.38,3.68,85,63.7
MS-041,Greene County,Mississippi,66.95,5.65,93,61.3
MS-043,Grenada County,Mississippi,51.1,-1.77,56,52.87
MS-045,Hancock County,Mississippi,65.61,3.37,81,62.24
MS-047,Harrison County,Mississippi,69.57,7.07,92,62.5
MS-049,Hinds County,Mississippi,54.23,1.27,70,52.96
MS-051,Holmes County,Mississippi,52.01,-0.6,66,52.61
MS-053,Humphreys County,Mississippi,52.93,0.25,66,52.68
MS-055,Issaquena County,Mississippi,45.64,-7.28,30,52.92
MS-057,Itawamba County,Mississippi,57.82,4.21,88,53.61
MS-059,Jackson County,Mississippi,68.27,5.54,92,62.73
MS-061,Jasper County,Mississippi,61.36,3.56,86,57.8
MS-063,Jefferson County,Mississippi,49.36,-6.76,32,56.12
MS-065,Jefferson Davis County,Mississippi,62.57,4.44,93,58.13
MS-067,Jones County,Mississippi,66.45,8.31,101,58.14
MS-069,Kemper County,Mississippi,55.69,1.58,80,54.11
MS-071,Lafayette County,Mississippi,55.84,2.06,76,53.78
MS-073,Lamar County,Mississippi,67.22,7.22,97,60
MS-075,Lauderdale County,Mississippi,55.07,-0.81,63,55.88
MS-077,Lawrence County,Mississippi,59.29,1.48,79,57.81
MS-079,Leake County,Mississippi,54.77,0.71,66,54.06
MS-081,Lee County,Mississippi,52.86,-0.41,61,53.27
MS-083,Leflore County,Mississippi,50.13,-2.32,55,52.45
MS-085,Lincoln County,Mississippi,56.2,-2.29,53,58.49
MS-087,Lowndes County,Mississippi,55.76,2.92,83,52.84
MS-089,Madison County,Mississippi,53.72,1.38,71,52.34
MS-091,Marion County,Mississippi,66,5.98,94,60.02
MS-093,Marshall County,Mississippi,58.98,5.3,88,53.68
MS-095,Monroe County,Mississippi,59.4,5.5,93,53.9
MS-097,Montgomery County,Mississippi,50.48,-2.62,48,53.1
MS-099,Neshoba County,Mississippi,55.85,0.92,70,54.93
