# Title: July 2021 - June 2022 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
UT-049,Utah County,Utah,19.04,-0.01,74,19.05
UT-051,Wasatch County,Utah,25.76,0.7,76,25.06
UT-053,Washington County,Utah,13.59,-1.52,55,15.11
UT-055,Wayne County,Utah,9.12,-0.09,64,9.21
UT-057,Weber County,Utah,23.38,-3.46,36,26.84
VT-001,Addison County,Vermont,44.21,5.96,103,38.25
VT-003,Bennington County,Vermont,58.62,12.99,125,45.63
VT-005,Caledonia County,Vermont,40.8,0.39,63,40.41
VT-007,Chittenden County,Vermont,40.85,2.51,85,38.34
VT-009,Essex County,Vermont,42.21,0.26,59,41.95
VT-011,Franklin County,Vermont,42.93,1.16,72,41.77
VT-013,Grand Isle County,Vermont,44.16,9.43,121,34.73
VT-015,Lamoille County,Vermont,44.97,1.36,74,43.61
VT-017,Orange County,Vermont,42.98,3.61,92,39.37
VT-019,Orleans County,Vermont,45.12,1.56,73,43.56
VT-021,Rutland County,Vermont,47.62,6.5,103,41.12
VT-023,Washington County,Vermont,42.01,1.51,72,40.5
VT-025,Windham County,Vermont,59.34,13.19,124,46.15
VT-027,Windsor County,Vermont,48.09,6.2,102,41.89
VA-001,Accomack County,Virginia,41.85,0.09,65,41.76
VA-003,Albemarle County,Virginia,42.43,-0.06,63,42.49
VA-005,Alleghany County,Virginia,40.57,0.52,59,40.05
VA-007,Amelia County,Virginia,40.86,-2.2,49,43.06
VA-009,Amherst County,Virginia,43.6,-1.05,50,44.65
VA-011,Appomattox County,Virginia,38.22,-3.84,34,42.06
VA-013,Arlington County,Virginia,43.62,1.97,72,41.66
VA-015,Augusta County,Virginia,42.57,2.43,80,40.14
VA-017,Bath County,Virginia,41.96,0.3,54,41.66
VA-019,Bedford County,Virginia,43.37,-0.03,54,43.4
VA-021,Bland County,Virginia,40.92,-0.16,58,41.08
VA-023,Botetourt County,Virginia,41.63,0.21,60,41.42
VA-025,Brunswick County,Virginia,40.62,-3.66,37,44.28
VA-027,Buchanan County,Virginia,49.25,4.55,93,44.7
VA-029,Buckingham County,Virginia,39.56,-2.93,42,42.49
VA-031,Campbell County,Virginia,36.24,-5.81,22,42.05
VA-033,Caroline County,Virginia,42.92,0.26,65,42.66
VA-035,Carroll County,Virginia,46.75,0.92,62,45.83
VA-036,Charles City County,Virginia,47.73,4.14,85,43.59
VA-037,Charlotte County,Virginia,39.91,-2.58,43,42.49
VA-041,Chesterfield County,Virginia,45.52,2.37,77,43.15
VA-043,Clarke County,Virginia,38.47,0.49,61,37.98
VA-045,Craig County,Virginia,41.64,0.54,58,41.1
VA-047,Culpeper County,Virginia,41.56,0.87,67,40.69
VA-049,Cumberland County,Virginia,40.39,-2.36,46,42.75
VA-051,Dickenson County,Virginia,47.36,3.38,87,43.98
VA-053,Dinwiddie County,Virginia,44.38,0.73,69,43.65
VA-057,Essex County,Virginia,40.21,-2.82,43,43.03
VA-059,Fairfax County,Virginia,41.38,0.37,63,41.01
VA-061,Fauquier County,Virginia,40.26,0.1,66,40.16
VA-063,Floyd County,Virginia,45.83,0.77,66,45.06
VA-065,Fluvanna County,Virginia,42.07,-0.28,60,42.35
VA-067,Franklin County,Virginia,41.91,-1.45,48,43.36
VA-069,Frederick County,Virginia,37.08,0.19,53,36.89
VA-071,Giles County,Virginia,39.36,-1.44,50,40.8
VA-073,Gloucester County,Virginia,45.64,1.54,73,44.1
VA-075,Goochland County,Virginia,42.62,-0.12,58,42.74
VA-077,Grayson County,Virginia,44.7,-0.83,47,45.53
VA-079,Greene County,Virginia,43.86,1.09,70,42.77
VA-081,Greensville County,Virginia,40.78,-3.92,32,44.7
VA-083,Halifax County,Virginia,39.49,-3.53,38,43.02
VA-085,Hanover County,Virginia,44.17,1.13,70,43.04
VA-087,Henrico County,Virginia,46,2.89,77,43.11
VA-089,Henry County,Virginia,41.13,-3.94,35,45.07
VA-091,Highland County,Virginia,43.96,0.18,55,43.78
VA-093,Isle of Wight County,Virginia,46.91,0.81,64,46.1
VA-095,James City County,Virginia,47.57,3.21,79,44.36
VA-097,King and Queen County,Virginia,42.63,-1.04,60,43.67
VA-099,King George County,Virginia,40.44,-1.38,50,41.82
VA-101,King William County,Virginia,43.71,0.26,65,43.45
VA-103,Lancaster County,Virginia,41.78,-1.76,52,43.54
VA-105,Lee County,Virginia,50.03,-0.27,57,50.3
VA-107,Loudoun County,Virginia,38.25,-1.81,42,40.06
VA-109,Louisa County,Virginia,43.32,0.51,64,42.81
VA-111,Lunenburg County,Virginia,42.04,-1.15,51,43.19
VA-113,Madison County,Virginia,43.58,1.73,76,41.85
VA-115,Mathews County,Virginia,45.11,1.46,74,43.65
VA-117,Mecklenburg County,Virginia,41.95,-1.8,51,43.75
VA-119,Middlesex County,Virginia,43.05,-0.7,59,43.75
VA-121,Montgomery County,Virginia,40.6,0.32,57,40.28
VA-125,Nelson County,Virginia,43.71,-0.56,53,44.27
VA-127,New Kent County,Virginia,45.94,2.13,73,43.81
VA-131,Northampton County,Virginia,43.06,0.8,63,42.26
VA-133,Northumberland County,Virginia,40.84,-2.1,50,42.94
VA-135,Nottoway County,Virginia,41.12,-2.09,45,43.21
VA-137,Orange County,Virginia,41.89,-0.06,59,41.95
VA-139,Page County,Virginia,42.61,3.13,86,39.48
VA-141,Patrick County,Virginia,49.76,0.19,63,49.57
VA-143,Pittsylvania County,Virginia,37.49,-5.61,26,43.1
VA-145,Powhatan County,Virginia,41.56,-1.26,50,42.82
VA-147,Prince Edward County,Virginia,40.55,-2.07,44,42.62
VA-149,Prince George County,Virginia,47.92,4.35,84,43.57
VA-153,Prince William County,Virginia,38.23,-2.31,41,40.54
VA-155,Pulaski County,Virginia,40.98,1.28,67,39.7
VA-157,Rappahannock County,Virginia,43.4,4.02,91,39.38
VA-159,Richmond County,Virginia,38.79,-4.23,30,43.02
VA-161,Roanoke County,Virginia,41.31,-0.45,54,41.76
VA-163,Rockbridge County,Virginia,41.72,0.33,56,41.39
VA-165,Rockingham County,Virginia,42.8,3.74,94,39.06
VA-167,Russell County,Virginia,46.77,2.21,75,44.56
VA-169,Scott County,Virginia,46.72,-0.32,58,47.04
VA-171,Shenandoah County,Virginia,38.55,2.34,83,36.21
VA-173,Smyth County,Virginia,44.98,0.1,59,44.88
VA-175,Southampton County,Virginia,45.17,-0.97,58,46.14
VA-177,Spotsylvania County,Virginia,42.87,0.46,65,42.41
VA-179,Stafford County,Virginia,38.02,-3.3,41,41.32
VA-181,Surry County,Virginia,48.43,3.89,82,44.54
VA-183,Sussex County,Virginia,45.87,1.27,66,44.6
VA-185,Tazewell County,Virginia,45.27,-0.01,61,45.28
VA-187,Warren County,Virginia,41.39,4.45,97,36.94
VA-191,Washington County,Virginia,45.39,0.68,66,44.71
VA-193,Westmoreland County,Virginia,40.33,-2.04,49,42.37
VA-195,Wise County,Virginia,47.79,0.29,60,47.5
VA-197,Wythe County,Virginia,40.6,0.39,60,40.21
VA-199,York County,Virginia,46.34,1.91,78,44.43
VA-510,Alexandria City,Virginia,43.74,2.32,75,41.42
VA-520,Bristol City,Virginia,44.12,-0.4,58,44.52
VA-530,Buena Vista City,Virginia,41.54,-0.03,59,41.57
VA-540,Charlottesville City,Virginia,42.51,-0.42,59,42.93
VA-550,Chesapeake City,Virginia,42.47,-4.14,31,46.61
VA-570,Colonial Heights City,Virginia,47.67,4.65,90,43.02
VA-580,Covington City,Virginia,39.46,0.9,65,38.56
VA-590,Danville City,Virginia,35.91,-7.14,20,43.05
VA-595,Emporia City,Virginia,40.26,-4.36,29,44.62
VA-600,Fairfax City,Virginia,42.55,1.27,70,41.28
VA-610,Falls Church City,Virginia,43.37,1.55,71,41.82
VA-620,Franklin City,Virginia,46.78,-0.27,65,47.05
VA-630,Fredericksburg City,Virginia,39.89,-1.83,51,41.72
VA-640,Galax City,Virginia,43.62,-0.72,55,44.34
VA-650,Hampton City,Virginia,42.48,-1.9,48,44.38
VA-660,Harrisonburg City,Virginia,42.21,4.46,98,37.75
VA-670,Hopewell City,Virginia,48.58,5.38,94,43.2
VA-680,Lynchburg City,Virginia,38.57,-3.81,35,42.38
VA-683,Manassas City,Virginia,38.31,-1.76,50,40.07
VA-685,Manassas Park City,Virginia,38.93,-1.38,50,40.31
VA-690,Martinsville City,Virginia,40.4,-4.41,32,44.81
VA-700,Newport News City,Virginia,44.77,-0.17,57,44.94
VA-710,Norfolk City,Virginia,40.07,-4.92,29,44.99
VA-720,Norton City,Virginia,47.1,0.18,64,46.92
VA-730,Petersburg City,Virginia,47.6,4.28,85,43.32
VA-735,Poquoson City,Virginia,42.88,-1.02,55,43.9
VA-740,Portsmouth City,Virginia,41.68,-4.04,34,45.72
VA-750,Radford City,Virginia,39.42,0.18,60,39.24
VA-760,Richmond City,Virginia,45.7,2.68,75,43.02
VA-770,Roanoke City,Virginia,40.2,-0.95,47,41.15
VA-775,Salem City,Virginia,39.94,-0.97,49,40.91
VA-790,Staunton City,Virginia,40.32,2.93,83,37.39
VA-800,Suffolk City,Virginia,45.77,-1.52,52,47.29
VA-810,Virginia Beach City,Virginia,39.09,-6.19,21,45.28
VA-820,Waynesboro City,Virginia,41.35,2.08,75,39.27
VA-830,Williamsburg City,Virginia,48.61,4.02,85,44.59
VA-840,Winchester City,Virginia,37.71,0.37,57,37.34
WA-001,Adams County,Washington,12.21,1.37,98,10.84
WA-003,Asotin County,Washington,20.08,2.83,112,17.25
WA-005,Benton County,Washington,10.34,2.19,111,8.15
WA-007,Chelan County,Washington,42.32,5.12,103,37.2
WA-009,Clallam County,Washington,111.33,23.23,125,88.1
WA-011,Clark County,Washington,76.38,10.55,112,65.83
WA-013,Columbia County,Washington,31.71,4.9,113,26.81
WA-015,Cowlitz County,Washington,91.52,14.9,116,76.62
WA-017,Douglas County,Washington,11.12,-0.3,62,11.42
WA-019,Ferry County,Washington,19.39,0.4,72,18.99
WA-021,Franklin County,Washington,11.35,2.24,110,9.11
WA-023,Garfield County,Washington,24.22,4.7,118,19.52
WA-025,Grant County,Washington,7.83,-0.46,61,8.29
WA-027,Grays Harbor County,Washington,115.4,20.05,120,95.35
WA-029,Island County,Washington,32,5.96,119,26.04
WA-031,Jefferson County,Washington,134.74,27.16,124,107.58
WA-033,King County,Washington,87.83,14.9,116,72.93
WA-035,Kitsap County,Washington,52.82,10.67,116,42.15
WA-037,Kittitas County,Washington,34.97,1.8,84,33.17
WA-039,Klickitat County,Washington,23.43,0.91,83,22.52
WA-041,Lewis County,Washington,87.59,15.47,118,72.12
WA-043,Lincoln County,Washington,12.81,-0.2,66,13.01
WA-045,Mason County,Washington,112.55,24.29,122,88.26
WA-047,Okanogan County,Washington,24.61,1.93,89,22.68
WA-049,Pacific County,Washington,102.24,12.37,109,89.87
WA-051,Pend Oreille County,Washington,35.79,1.75,77,34.04
WA-053,Pierce County,Washington,77.13,13.49,119,63.64
WA-055,San Juan County,Washington,38.19,9.79,128,28.4
WA-057,Skagit County,Washington,98.19,21.73,127,76.46
WA-059,Skamania County,Washington,107.31,16.47,112,90.84
WA-061,Snohomish County,Washington,100.83,19.67,122,81.16
WA-063,Spokane County,Washington,21.39,1.3,86,20.09
WA-065,Stevens County,Washington,22.89,0.18,66,22.71
WA-067,Thurston County,Washington,62.06,11.43,120,50.63
WA-069,Wahkiakum County,Washington,85.72,2.58,76,83.14
WA-071,Walla Walla County,Washington,18.08,3.36,115,14.73
WA-073,Whatcom County,Washington,91.38,23.05,128,68.33
WA-075,Whitman County,Washington,20.92,3.58,114,17.34
WA-077,Yakima County,Washington,29.09,2.95,95,26.14
WV-001,Barbour County,West Virginia,47.03,-0.62,57,47.65
WV-003,Berkeley County,West Virginia,37.04,-0.68,56,37.72
WV-005,Boone County,West Virginia,49.53,3.57,89,45.96
WV-007,Braxton County,West Virginia,48.12,1.43,74,46.7
WV-009,Brooke County,West Virginia,48.7,9.2,119,39.5
WV-011,Cabell County,West Virginia,49.19,6.61,109,42.58
WV-013,Calhoun County,West Virginia,45.16,0.2,60,44.96
WV-015,Clay County,West Virginia,48.56,2.3,84,46.26
WV-017,Doddridge County,West Virginia,46.81,1.43,71,45.38
WV-019,Fayette County,West Virginia,47.95,1.2,76,46.75
WV-021,Gilmer County,West Virginia,45.34,-0.53,54,45.87
WV-023,Grant County,West Virginia,37.47,-0.74,48,38.21
WV-025,Greenbrier County,West Virginia,44.18,-0.28,57,44.46
WV-027,Hampshire County,West Virginia,34.63,-1.81,39,36.44
WV-029,Hancock County,West Virginia,49.05,10.83,123,38.22
WV-031,Hardy County,West Virginia,36.57,-0.94,49,37.51
WV-033,Harrison County,West Virginia,45.5,1.01,70,44.49
WV-035,Jackson County,West Virginia,46.23,3.62,90,42.61
WV-037,Jefferson County,West Virginia,38.29,-0.32,57,38.61
WV-039,Kanawha County,West Virginia,48.47,3.55,94,44.92
WV-041,Lewis County,West Virginia,47.5,0.36,63,47.14
WV-043,Lincoln County,West Virginia,48.88,4.78,101,44.1
WV-045,Logan County,West Virginia,48.97,2.68,79,46.29
WV-047,McDowell County,West Virginia,45.63,1.09,70,44.54
WV-049,Marion County,West Virginia,43.7,-0.1,62,43.8
WV-051,Marshall County,West Virginia,53.01,10.18,120,42.83
WV-053,Mason County,West Virginia,49.18,7.67,121,41.51
WV-055,Mercer County,West Virginia,39.76,-1.49,50,41.25
WV-057,Mineral County,West Virginia,34.79,-1.3,46,36.09
WV-059,Mingo County,West Virginia,49.48,4.04,90,45.44
WV-061,Monongalia County,West Virginia,45.41,1.79,75,43.62
WV-063,Monroe County,West Virginia,39.43,-1.12,50,40.55
WV-065,Morgan County,West Virginia,35.65,-1.49,43,37.14
WV-067,Nicholas County,West Virginia,50.25,1.12,74,49.13
WV-069,Ohio County,West Virginia,50.61,9.85,122,40.76
WV-071,Pendleton County,West Virginia,41.55,2.31,80,39.24
WV-073,Pleasants County,West Virginia,45.57,2.55,81,43.02
WV-075,Pocahontas County,West Virginia,46.15,-2.85,41,49
WV-077,Preston County,West Virginia,48.84,-0.39,61,49.23
WV-079,Putnam County,West Virginia,46.88,3.74,94,43.14
WV-081,Raleigh County,West Virginia,45.59,0.25,71,45.34
WV-083,Randolph County,West Virginia,52.5,-1.14,58,53.64
WV-085,Ritchie County,West Virginia,45.2,0.78,67,44.42
WV-087,Roane County,West Virginia,45.79,1.76,70,44.03
WV-089,Summers County,West Virginia,38.3,-2.09,45,40.39
WV-091,Taylor County,West Virginia,43.71,-1.24,56,44.95
WV-093,Tucker County,West Virginia,49.24,-1.33,50,50.57
WV-095,Tyler County,West Virginia,46.99,3.02,86,43.97
WV-097,Upshur County,West Virginia,50.71,-0.67,58,51.38
WV-099,Wayne County,West Virginia,49.8,5.94,102,43.86
WV-101,Webster County,West Virginia,53.87,-0.8,59,54.67
WV-103,Wetzel County,West Virginia,50.1,5.22,93,44.88
WV-105,Wirt County,West Virginia,44.42,1.03,67,43.39
WV-107,Wood County,West Virginia,43.7,2.21,78,41.49
WV-109,Wyoming County,West Virginia,46.82,0.15,65,46.67
WI-001,Adams County,Wisconsin,31.75,0.16,66,31.59
WI-003,Ashland County,Wisconsin,27.15,-4.78,26,31.93
WI-005,Barron County,Wisconsin,28.47,-2.79,42,31.26
WI-007,Bayfield County,Wisconsin,27.54,-2.61,40,30.15
WI-009,Brown County,Wisconsin,36.38,6.46,114,29.92
WI-011,Buffalo County,Wisconsin,33.13,1.83,81,31.3
WI-013,Burnett County,Wisconsin,28.97,-0.82,56,29.79
WI-015,Calumet County,Wisconsin,38.09,7.91,117,30.18
WI-017,Chippewa County,Wisconsin,32.37,0.21,69,32.16
WI-019,Clark County,Wisconsin,34.05,2.11,85,31.94
WI-021,Columbia County,Wisconsin,28.25,-2.98,34,31.23
WI-023,Crawford County,Wisconsin,32.13,-0.72,55,32.85
WI-025,Dane County,Wisconsin,28.5,-3.98,26,32.48
WI-027,Dodge County,Wisconsin,30.75,-0.19,54,30.94
WI-029,Door County,Wisconsin,33.65,3.89,105,29.76
WI-031,Douglas County,Wisconsin,27.97,-1.74,52,29.71
WI-033,Dunn County,Wisconsin,30.19,-1.1,57,31.29
WI-035,Eau Claire County,Wisconsin,35.1,3.1,88,32
WI-037,Florence County,Wisconsin,29.57,0.05,62,29.52
WI-039,Fond du Lac County,Wisconsin,33.45,3.02,93,30.43
WI-041,Forest County,Wisconsin,32.52,1.96,77,30.56
WI-043,Grant County,Wisconsin,30.36,-2.64,39,33
WI-045,Green County,Wisconsin,30.04,-3.63,30,33.67
WI-047,Green Lake County,Wisconsin,31.22,0.34,65,30.88
WI-049,Iowa County,Wisconsin,27.09,-5.69,15,32.78
WI-051,Iron County,Wisconsin,31.1,-1.99,44,33.09
WI-053,Jackson County,Wisconsin,35.38,3.53,95,31.85
WI-055,Jefferson County,Wisconsin,29.31,-2.7,33,32.01
WI-057,Juneau County,Wisconsin,32.71,0.95,72,31.76
WI-059,Kenosha County,Wisconsin,28.52,-3.78,33,32.3
WI-061,Kewaunee County,Wisconsin,35.64,5.78,115,29.86
WI-063,La Crosse County,Wisconsin,39.23,7.41,117,31.82
WI-065,Lafayette County,Wisconsin,30.62,-3.11,35,33.73
WI-067,Langlade County,Wisconsin,33.56,1.74,82,31.82
WI-069,Lincoln County,Wisconsin,32.81,1.37,80,31.44
WI-071,Manitowoc County,Wisconsin,38.11,8.1,119,30.01
WI-073,Marathon County,Wisconsin,35.44,3.81,100,31.63
WI-075,Marinette County,Wisconsin,31.09,1.69,90,29.4
WI-077,Marquette County,Wisconsin,29.73,-1.17,50,30.9
WI-078,Menominee County,Wisconsin,33.97,2.89,93,31.08
WI-079,Milwaukee County,Wisconsin,28.53,-2.47,39,31
WI-081,Monroe County,Wisconsin,36.16,3.94,97,32.22
WI-083,Oconto County,Wisconsin,34.46,4.52,107,29.94
WI-085,Oneida County,Wisconsin,33.01,1.97,83,31.04
WI-087,Outagamie County,Wisconsin,34.89,4.41,104,30.48
WI-089,Ozaukee County,Wisconsin,28.89,-1.46,46,30.35
WI-091,Pepin County,Wisconsin,31.26,0.38,64,30.88
WI-093,Pierce County,Wisconsin,28.17,-2.56,38,30.73
WI-095,Polk County,Wisconsin,28.3,-2.09,42,30.39
WI-097,Portage County,Wisconsin,34.87,3.27,96,31.6
WI-099,Price County,Wisconsin,29.47,-2.93,40,32.4
WI-101,Racine County,Wisconsin,28.48,-3.42,33,31.9
WI-103,Richland County,Wisconsin,30.08,-2.29,40,32.37
WI-105,Rock County,Wisconsin,28.58,-4.51,27,33.09
WI-107,Rusk County,Wisconsin,31.18,-0.51,63,31.69
WI-109,St. Croix County,Wisconsin,28.72,-1.82,42,30.54
WI-111,Sauk County,Wisconsin,28.32,-3.74,28,32.06
WI-113,Sawyer County,Wisconsin,29.8,-1.41,52,31.21
WI-115,Shawano County,Wisconsin,34.15,3.1,96,31.05
WI-117,Sheboygan County,Wisconsin,33.19,3.06,97,30.13
WI-119,Taylor County,Wisconsin,33.13,0.83,74,32.3
WI-121,Trempealeau County,Wisconsin,35.62,3.89,100,31.73
WI-123,Vernon County,Wisconsin,35.58,2.69,83,32.89
WI-125,Vilas County,Wisconsin,33.45,1.62,79,31.83
WI-127,Walworth County,Wisconsin,29.73,-3.67,28,33.4
WI-129,Washburn County,Wisconsin,28.79,-1.53,51,30.32
WI-131,Washington County,Wisconsin,29.71,-1.32,48,31.03
WI-133,Waukesha County,Wisconsin,29.27,-2.59,38,31.86
WI-135,Waupaca County,Wisconsin,34.95,3.93,100,31.02
WI-137,Waushara County,Wisconsin,32.54,1.14,78,31.4
WI-139,Winnebago County,Wisconsin,35.78,5.54,110,30.24
WI-141,Wood County,Wisconsin,35.62,4.25,102,31.37
WY-001,Albany County,Wyoming,12.22,-2.87,18,15.09
WY-003,Big Horn County,Wyoming,12.26,-1.22,39,13.48
WY-005,Campbell County,Wyoming,14.79,0.74,75,14.05
WY-007,Carbon County,Wyoming,15.1,-0.86,54,15.96
WY-009,Converse County,Wyoming,13.02,-1.4,41,14.42
WY-011,Crook County,Wyoming,16.61,-0.77,56,17.38
WY-013,Fremont County,Wyoming,14.75,0.11,64,14.64
WY-015,Goshen County,Wyoming,10.55,-4.23,10,14.78
WY-017,Hot Springs County,Wyoming,13.22,-0.03,67,13.25
WY-019,Johnson County,Wyoming,13.26,-2.02,34,15.28
WY-021,Laramie County,Wyoming,8.88,-6.86,1,15.74
WY-023,Lincoln County,Wyoming,19.7,-0.1,66,19.8
WY-025,Natrona County,Wyoming,12.88,0.41,78,12.47
WY-027,Niobrara County,Wyoming,15.35,0.14,72,15.21
WY-029,Park County,Wyoming,22.53,0.75,67,21.78
WY-031,Platte County,Wyoming,10.23,-4.01,8,14.24
WY-033,Sheridan County,Wyoming,17.23,-2.14,36,19.37
WY-035,Sublette County,Wyoming,16.73,-2.15,39,18.88
WY-037,Sweetwater County,Wyoming,10.23,0.81,85,9.42
WY-039,Teton County,Wyoming,32.41,-2.12,50,34.53
WY-041,Uinta County,Wyoming,13.39,0.71,80,12.68
WY-043,Washakie County,Wyoming,12.22,-0,69,12.22
WY-045,Weston County,Wyoming,15.18,0.46,77,14.72
